attribute#1,attribute#2,attribute#3,attribute#4
6.666666666666666,4.166666666666666,6.779661016949151,6.666666666666667
4.722222222222223,3.7499999999999982,5.932203389830508,5.833333333333333
3.8888888888888893,2.5,4.237288135593221,3.75
3.333333333333334,1.666666666666666,4.745762711864407,4.166666666666667
3.333333333333334,1.666666666666666,4.576271186440678,3.75
4.166666666666666,2.916666666666668,4.915254237288135,4.583333333333333
4.722222222222223,2.916666666666668,6.94915254237288,6.250000000000001
3.055555555555557,4.166666666666666,5.932203389830508,5.833333333333333
4.722222222222223,5.833333333333332,5.932203389830508,6.250000000000001
6.666666666666666,4.583333333333334,6.271186440677966,5.833333333333333
5.555555555555555,1.2499999999999982,5.76271186440678,5.0
3.6111111111111107,4.166666666666666,5.2542372881355925,5.0
3.333333333333334,2.083333333333332,5.084745762711864,5.0
3.333333333333334,2.5,5.76271186440678,4.583333333333333
4.999999999999998,4.166666666666666,6.101694915254236,5.416666666666666
4.166666666666666,2.5,5.084745762711864,4.583333333333333
1.9444444444444446,1.2499999999999982,3.898305084745762,3.75
3.6111111111111107,2.916666666666668,5.423728813559322,5.0
3.8888888888888893,4.166666666666666,5.423728813559322,4.583333333333333
3.8888888888888893,3.7499999999999982,5.423728813559322,5.0
5.277777777777777,3.7499999999999982,5.59322033898305,5.0
2.2222222222222214,2.083333333333332,3.389830508474576,4.166666666666667
3.8888888888888893,3.333333333333332,5.2542372881355925,5.0
5.555555555555555,5.416666666666664,8.47457627118644,10.000000000000002
4.166666666666666,2.916666666666668,6.94915254237288,7.5
7.777777777777777,4.166666666666666,8.305084745762713,8.333333333333336
5.555555555555555,3.7499999999999982,7.796610169491525,7.083333333333334
6.1111111111111125,4.166666666666666,8.135593220338983,8.750000000000002
9.166666666666666,4.166666666666666,9.491525423728813,8.333333333333336
1.6666666666666679,2.083333333333332,5.932203389830508,6.666666666666667
8.333333333333334,3.7499999999999982,8.983050847457626,7.083333333333334
6.666666666666666,2.083333333333332,8.135593220338983,7.083333333333334
8.055555555555555,6.666666666666666,8.64406779661017,10.000000000000002
6.1111111111111125,5.0,6.94915254237288,7.916666666666667
5.833333333333334,2.916666666666668,7.288135593220338,7.5
6.944444444444445,4.166666666666666,7.627118644067797,8.333333333333336
3.8888888888888893,2.083333333333332,6.779661016949151,7.916666666666667
4.166666666666666,3.333333333333332,6.94915254237288,9.583333333333334
5.833333333333334,5.0,7.288135593220338,9.166666666666668
6.1111111111111125,4.166666666666666,7.627118644067797,7.083333333333334
9.444444444444445,7.499999999999998,9.661016949152543,8.750000000000002
9.444444444444445,2.5,10.0,9.166666666666668
4.722222222222223,0.8333333333333339,6.779661016949151,5.833333333333333
7.222222222222223,5.0,7.966101694915253,9.166666666666668
3.6111111111111107,3.333333333333332,6.610169491525425,7.916666666666667
9.444444444444445,3.333333333333332,9.661016949152543,7.916666666666667
5.555555555555555,2.916666666666668,6.610169491525425,7.083333333333334
6.666666666666666,5.416666666666664,7.966101694915253,8.333333333333336
8.055555555555555,5.0,8.47457627118644,7.083333333333334
5.277777777777777,3.333333333333332,6.440677966101695,7.083333333333334
4.999999999999998,4.166666666666666,6.610169491525425,7.083333333333334
5.833333333333334,3.333333333333332,7.796610169491525,8.333333333333336
8.055555555555555,4.166666666666666,8.135593220338983,6.250000000000001
8.611111111111112,3.333333333333332,8.64406779661017,7.5
10.000000000000002,7.499999999999998,9.152542372881356,7.916666666666667
5.833333333333334,3.333333333333332,7.796610169491525,8.750000000000002
5.555555555555555,3.333333333333332,6.94915254237288,5.833333333333333
4.999999999999998,2.5,7.796610169491525,5.416666666666666
9.444444444444445,4.166666666666666,8.64406779661017,9.166666666666668
5.555555555555555,5.833333333333332,7.796610169491525,9.583333333333334
5.833333333333334,4.583333333333334,7.627118644067797,7.083333333333334
4.722222222222223,4.166666666666666,6.440677966101695,7.083333333333334
7.222222222222223,4.583333333333334,7.457627118644068,8.333333333333336
6.666666666666666,4.583333333333334,7.796610169491525,9.583333333333334
7.222222222222223,4.583333333333334,6.94915254237288,9.166666666666668
4.166666666666666,2.916666666666668,6.94915254237288,7.5
6.944444444444445,5.0,8.305084745762713,9.166666666666668
6.666666666666666,5.416666666666664,7.966101694915253,10.000000000000002
6.666666666666666,4.166666666666666,7.11864406779661,9.166666666666668
5.555555555555555,2.083333333333332,6.779661016949151,7.5
6.1111111111111125,4.166666666666666,7.11864406779661,7.916666666666667
5.277777777777777,5.833333333333332,7.457627118644068,9.166666666666668
4.444444444444445,4.166666666666666,6.94915254237288,7.083333333333334
